Sample,,,,,,,,,52  Cr  [ He ] ,,53  Cr  [ He ] ,,75  As  [ He ] ,,111  Cd  [ He ] ,,114  Cd  [ He ] ,,208  Pb  [ He ] ,,45  Sc ( ISTD )  [ He ] ,,72  Ge ( ISTD )  [ He ] ,,209  Bi ( ISTD )  [ He ] ,
,FALSE,063BLKV.d,0,11/22/19 22:42,BlkVrfy,,1102,1,1812.396667,8.090274374,222.8933333,9.347749904,356.1166667,8.254621221,3.333333333,173.2050808,32.22333333,13.96797781,410.0266667,12.27535516,83350.88,1.027157334,77127.28,1.330763674,2199169.813,0.781780464
,FALSE,064_QC1.d,Check10,11/22/19 22:46,QC1,,1104,1,148529.06,1.052902883,18214.75,0.818688871,17066.57,0.48283298,41631.37333,0.888570335,104239.9367,0.517575315,43830.33667,1.481389659,83616.56667,0.726380403,77587.27,0.340340917,2203968.927,0.304607934
,FALSE,065BLKV.d,0,11/22/19 22:50,BlkVrfy,,1102,1,1892.403333,5.695215573,227.78,0.737919539,358.8933333,1.035816606,3.333333333,100.0500375,30.44333333,0.644801571,327.8,15.40010166,84840.02667,1.856450505,78902.13,0.220199545,2253829.01,1.312487915
,FALSE,076BLKV.d,0,11/22/19 23:35,BlkVrfy,,1102,1,2064.663333,4.697208306,244,2.168648616,589.68,2.981005941,5.556666667,91.6397388,18.11,31.28738307,276.6866667,3.188332555,90644.12333,2.045408758,81804.93667,1.447581868,2371694.91,3.263934153
,FALSE,077_QC1.d,Check10,11/22/19 23:39,QC1,,1104,1,154470.5967,0.18749718,18724.81,1.146690024,18000.91333,0.622851246,43821.25,1.715269538,107337.1267,1.197666472,44632.18667,2.141593701,88452.47,0.806437824,81487.19333,1.864305729,2255177.29,0.671489169
,FALSE,078BLKV.d,0,11/22/19 23:43,BlkVrfy,,1102,1,2099.11,5.484229961,243.89,1.460981088,560.4566667,3.569577479,20,33.35,31.44666667,23.25734811,381.1366667,9.269346475,89858.38,0.762426464,81094.79,1.149715408,2322351.773,0.394959546
,FALSE,004CALB_Reed_11_22_19.D,0,11/22/19 18:33,CalBlk,1,1102,1,1724.6,5.4,194,9.1,397.23,5.3,3.33,100.1,5.78,29.7,334.46,14.9,76616.16,1.3,72713.74,1.1,2191023.51,0.4
45  Sc ( ISTD )  [ He ] :  CPS RSD value = 27.58 is over the allowed maximum = 5.0072  Ge ( ISTD )  [ He ] :  CPS RSD value = 10.11 is over the allowed maximum = 5.00209  Bi ( ISTD )  [ He ] :  CPS RSD value = 49.86 is over the allowed maximum = 5.00,FALSE,005CALB_Reed_11_22_19.D,76,11/22/19 18:37,CalBlk,1,1101,1,1360.12,40.7,144.78,40.5,398.23,17.7,2.22,173.2,6.22,43.2,598.93,8.4,69934.49,27.6,80651.82,10.1,1718072.89,49.9
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 126.68 is outside the allowed range [80.00, 120.00]",FALSE,006CALS_Reed_11_22_19.D,77,11/22/19 18:40,CalStd,2,2101,1,8276.7,3.9,965.36,2.6,1197.27,1.7,2121.34,5.3,5016.85,1.4,2739.26,3.7,77447.34,4.6,73107.66,4.4,2176419.74,3.6
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 125.77 is outside the allowed range [80.00, 120.00]",FALSE,007CALS_Reed_11_22_19.D,78,11/22/19 18:44,CalStd,3,2102,1,14986.78,0.5,1795.54,0.7,1977.78,1.4,4109.57,0.6,10354,0.3,5115.52,3.3,77532.22,0.5,73499.2,0.4,2160807.57,0.6
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 128.45 is outside the allowed range [80.00, 120.00]",FALSE,008CALS_Reed_11_22_19.D,79,11/22/19 18:48,CalStd,4,2103,1,27333.75,1.4,3397.22,1.2,3445.23,1.6,8275.72,3,20266.14,0.8,9227.5,3.3,78222.87,2.6,73419.69,0.8,2206867.17,2.9
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 126.42 is outside the allowed range [80.00, 120.00]",FALSE,009CALS_Reed_11_22_19.D,80,11/22/19 18:52,CalStd,5,2104,1,66167.33,0.9,8099.48,1.4,8293.94,2.1,20114.71,1.4,50782.45,0.3,22911.83,2.7,77469.49,1.2,73560.37,1.5,2171951.44,1
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 132.44 is outside the allowed range [80.00, 120.00]",FALSE,010CALS_Reed_11_22_19.D,81,11/22/19 18:56,CalStd,6,2105,1,130314.37,0.2,16010.14,0.7,16051.63,0.4,40487.54,2.3,100942.27,0.2,44741.6,0.4,79387.71,1.8,74142.58,1.2,2275401.56,2.3
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 138.10 is outside the allowed range [80.00, 120.00]",FALSE,011CALS_Reed_11_22_19.D,82,11/22/19 19:01,CalStd,7,2106,1,271600.85,0.7,32970.5,0.3,33081.67,1.2,84403.63,0.5,211300.9,0.6,91275.6,2.1,83765.94,3.3,77480.21,2.1,2372616.35,4.5
"45  Sc ( ISTD )  [ He ] :  CPS RSD value = 6.71 is over the allowed maximum = 5.00209  Bi ( ISTD )  [ He ] :  CPS RSD value = 6.90 is over the allowed maximum = 5.00209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 126.51 is outside the allowed range [80.00, 120.00]",FALSE,012CALS_Reed_11_22_19.D,83,11/22/19 19:05,CalStd,8,2107,1,769458.78,0.9,94682.35,0.6,81955.48,0.2,242595.41,0.5,603658.86,0.5,231695.35,1.1,77992.83,6.7,74460.98,4.9,2173564.71,6.9
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 127.41 is outside the allowed range [80.00, 120.00]",FALSE,013CALS_Reed_11_22_19.D,84,11/22/19 19:09,CalStd,9,2108,1,1345846.04,0.8,162711.44,0.1,162653.88,0.6,417704.92,0.6,1048247.23,0.2,454154.53,0.5,78737.32,4.1,74833.3,3,2189012.68,2.9
"45  Sc ( ISTD )  [ He ] :  CPS RSD value = 5.31 is over the allowed maximum = 5.00209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 130.79 is outside the allowed range [80.00, 120.00]",FALSE,014CALS_Reed_11_22_19.D,85,11/22/19 19:14,CalStd,10,2109,1,6806555.94,0.8,822569.01,0.7,823117.51,0.7,2105879.22,0.8,5410833.17,0.4,2358810.87,0.5,79553.54,5.3,75367.62,4.5,2247013.2,2.6
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 127.31 is outside the allowed range [80.00, 120.00]",FALSE,015CALS_Reed_11_22_19.D,86,11/22/19 19:18,CalStd,11,2110,1,13853686.32,0.2,1692230.18,0.2,1714247.61,0.7,4298394.76,0.5,10964142.44,0.2,4687901.91,0.3,76668.43,1.4,72802.9,1,2187266.62,1.1
45  Sc ( ISTD )  [ He ] :  CPS RSD value = 5.68 is over the allowed maximum = 5.00209  Bi ( ISTD )  [ He ] :  CPS RSD value = 11.26 is over the allowed maximum = 5.00,FALSE,001BLKV.d,0,11/23/19 11:12,BlkVrfy,,1101,1,2240.24,4.8,276.22,1.8,961.81,1.9,62.22,17.2,152,4.5,6013.77,29.9,83087.83,5.7,81721.35,1.3,1645667.74,11.3
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 133.59 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 121.40 is outside the allowed range [80.00, 120.00]",FALSE,016BLKV.d,0,11/23/19 11:17,BlkVrfy,,1102,1,2235.8,7.8,260.45,5.9,874.36,2,18.89,20.4,46.78,1.5,3317.27,5.1,93427.99,1.4,83931.51,0.6,2085752.83,1.2
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 134.31 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 122.06 is outside the allowed range [80.00, 120.00]",FALSE,017BLKV.d,0,11/23/19 11:22,BlkVrfy,,1101,1,2480.28,3.4,296.11,3,976.36,15.1,44.45,48.8,147.45,4.9,3808.53,5.8,93931.83,0.9,83914.37,1.3,2097130.68,1.7
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 133.51 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 120.09 is outside the allowed range [80.00, 120.00]",FALSE,018BLKV.d,0,11/23/19 11:27,BlkVrfy,,1102,1,2107.99,4.4,258.56,4.2,793.8,4.5,8.89,57.3,39.56,27.5,3569.58,7.5,93369.68,2.6,82955.44,3.4,2063223.01,1.7
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 135.07 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 129.83 is outside the allowed range [80.00, 120.00]",FALSE,019SMPL.d,NIST,11/23/19 11:31,Sample,,2401,5,57496.53,2.2,7087.28,0.4,22743.72,0.4,4976.49,4.6,12274.47,1.1,146342.46,1.3,94463.15,0.9,83734.75,1.4,2230656.89,1
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 134.52 is outside the allowed range [80.00, 120.00]",FALSE,020_QC1.d,Check10,11/23/19 11:36,QC1,,1104,1,166894.91,0.7,20223.41,1.3,19264,1,43475.94,1.8,107543.99,1.2,41927.62,1.1,94078.11,1,84497.37,0.9,2046681.69,1.1
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 133.40 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 120.18 is outside the allowed range [80.00, 120.00]",FALSE,021BLKV.d,0,11/23/19 11:41,BlkVrfy,,1102,1,2079.11,7.4,268.72,4.9,640.01,2.4,12.22,95.8,39.56,13.6,3511.74,4.7,93293.88,0.4,82465.52,0.8,2064759.78,0.1
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 140.35 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 120.03 is outside the allowed range [80.00, 120.00]",FALSE,022SMPL.d,52,11/23/19 11:46,Sample,,4401,1,118080.72,1,14344.09,0.5,2936.7,0.6,348.91,6.4,1735.54,0.8,882579.11,1.1,98152.59,1.3,80671.76,2.1,2062202.26,0.6
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 136.05 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 123.55 is outside the allowed range [80.00, 120.00]",FALSE,023SMPL.d,53,11/23/19 11:51,Sample,,4402,1,373469.1,0.6,45511.19,0.7,10939.36,0.5,4458.55,2.2,11072.33,0.5,2089301.43,1,95143.11,1.8,82611.99,1.5,2122684.1,0.4
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 135.95 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 120.07 is outside the allowed range [80.00, 120.00]",FALSE,024SMPL.d,54,11/23/19 11:56,Sample,,4403,1,104173.83,0.9,12606.48,0.7,2180.36,4.2,195.57,7.7,746.35,2.1,317691.95,0.4,95076.45,1.4,80735.6,1.4,2062860.44,1.2
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 131.34 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 120.09 is outside the allowed range [80.00, 120.00]",FALSE,025SMPL.d,55,11/23/19 12:01,Sample,,4404,1,9104.9,2.2,1117.82,1.7,731.91,4.2,10,57.7,37.89,4,5098.94,2.9,91850.1,0.3,81275.72,0.5,2063291.39,0.7
,FALSE,001BLKV.d,0,11/23/19 12:20,BlkVrfy,,1102,1,2077.99,1.8,248.56,3.8,620.23,0.3,14.44,87.4,33.33,11.1,8293.28,2.5,78973.86,0.4,71588.96,1.2,1768434.77,2
,FALSE,004CALB_Reed_11_22_19.D,0,11/22/19 18:33,CalBlk,1,1102,1,1724.6,5.4,194,9.1,397.23,5.3,3.33,100.1,5.78,29.7,334.46,14.9,76616.16,1.3,72713.74,1.1,2191023.51,0.4
45  Sc ( ISTD )  [ He ] :  CPS RSD value = 27.58 is over the allowed maximum = 5.0072  Ge ( ISTD )  [ He ] :  CPS RSD value = 10.11 is over the allowed maximum = 5.00209  Bi ( ISTD )  [ He ] :  CPS RSD value = 49.86 is over the allowed maximum = 5.00,FALSE,005CALB_Reed_11_22_19.D,87,11/22/19 18:37,CalBlk,1,1101,1,1360.12,40.7,144.78,40.5,398.23,17.7,2.22,173.2,6.22,43.2,598.93,8.4,69934.49,27.6,80651.82,10.1,1718072.89,49.9
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 126.68 is outside the allowed range [80.00, 120.00]",FALSE,006CALS_Reed_11_22_19.D,88,11/22/19 18:40,CalStd,2,2101,1,8276.7,3.9,965.36,2.6,1197.27,1.7,2121.34,5.3,5016.85,1.4,2739.26,3.7,77447.34,4.6,73107.66,4.4,2176419.74,3.6
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 125.77 is outside the allowed range [80.00, 120.00]",FALSE,007CALS_Reed_11_22_19.D,89,11/22/19 18:44,CalStd,3,2102,1,14986.78,0.5,1795.54,0.7,1977.78,1.4,4109.57,0.6,10354,0.3,5115.52,3.3,77532.22,0.5,73499.2,0.4,2160807.57,0.6
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 128.45 is outside the allowed range [80.00, 120.00]",FALSE,008CALS_Reed_11_22_19.D,90,11/22/19 18:48,CalStd,4,2103,1,27333.75,1.4,3397.22,1.2,3445.23,1.6,8275.72,3,20266.14,0.8,9227.5,3.3,78222.87,2.6,73419.69,0.8,2206867.17,2.9
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 126.42 is outside the allowed range [80.00, 120.00]",FALSE,009CALS_Reed_11_22_19.D,91,11/22/19 18:52,CalStd,5,2104,1,66167.33,0.9,8099.48,1.4,8293.94,2.1,20114.71,1.4,50782.45,0.3,22911.83,2.7,77469.49,1.2,73560.37,1.5,2171951.44,1
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 132.44 is outside the allowed range [80.00, 120.00]",FALSE,010CALS_Reed_11_22_19.D,92,11/22/19 18:56,CalStd,6,2105,1,130314.37,0.2,16010.14,0.7,16051.63,0.4,40487.54,2.3,100942.27,0.2,44741.6,0.4,79387.71,1.8,74142.58,1.2,2275401.56,2.3
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 138.10 is outside the allowed range [80.00, 120.00]",FALSE,011CALS_Reed_11_22_19.D,93,11/22/19 19:01,CalStd,7,2106,1,271600.85,0.7,32970.5,0.3,33081.67,1.2,84403.63,0.5,211300.9,0.6,91275.6,2.1,83765.94,3.3,77480.21,2.1,2372616.35,4.5
"45  Sc ( ISTD )  [ He ] :  CPS RSD value = 6.71 is over the allowed maximum = 5.00209  Bi ( ISTD )  [ He ] :  CPS RSD value = 6.90 is over the allowed maximum = 5.00209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 126.51 is outside the allowed range [80.00, 120.00]",FALSE,012CALS_Reed_11_22_19.D,94,11/22/19 19:05,CalStd,8,2107,1,769458.78,0.9,94682.35,0.6,81955.48,0.2,242595.41,0.5,603658.86,0.5,231695.35,1.1,77992.83,6.7,74460.98,4.9,2173564.71,6.9
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 127.41 is outside the allowed range [80.00, 120.00]",FALSE,013CALS_Reed_11_22_19.D,95,11/22/19 19:09,CalStd,9,2108,1,1345846.04,0.8,162711.44,0.1,162653.88,0.6,417704.92,0.6,1048247.23,0.2,454154.53,0.5,78737.32,4.1,74833.3,3,2189012.68,2.9
"45  Sc ( ISTD )  [ He ] :  CPS RSD value = 5.31 is over the allowed maximum = 5.00209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 130.79 is outside the allowed range [80.00, 120.00]",FALSE,014CALS_Reed_11_22_19.D,96,11/22/19 19:14,CalStd,10,2109,1,6806555.94,0.8,822569.01,0.7,823117.51,0.7,2105879.22,0.8,5410833.17,0.4,2358810.87,0.5,79553.54,5.3,75367.62,4.5,2247013.2,2.6
"209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 127.31 is outside the allowed range [80.00, 120.00]",FALSE,015CALS_Reed_11_22_19.D,97,11/22/19 19:18,CalStd,11,2110,1,13853686.32,0.2,1692230.18,0.2,1714247.61,0.7,4298394.76,0.5,10964142.44,0.2,4687901.91,0.3,76668.43,1.4,72802.9,1,2187266.62,1.1
"208  Pb  [ He ] :  CPS RSD value = 9.30 is over the allowed maximum = 5.0045  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 335.84 is outside the allowed range [80.00, 120.00]72  Ge ( ISTD )  [ He ] :  ISTD Recovery Percent value = 277.01 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  CPS RSD value = 9.19 is over the allowed maximum = 5.00209  Bi ( ISTD )  [ He ] :  ISTD Recovery Percent value = 239.33 is outside the allowed range [80.00, 120.00]",FALSE,016SMPL.d,56,11/23/19 12:24,Sample,,4405,1,106853.62,2.6,13155.65,0.9,3210.64,0.4,261.13,16,1716.98,2.7,1485124.68,4.8,100774.76,2,85081.16,1.6,2521206.4,3.3
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 133.28 is outside the allowed range [80.00, 120.00]",FALSE,017SMPL.d,57,11/23/19 12:29,Sample,,4406,1,319056.87,1.1,38923,0.6,9384.26,1.3,3816.16,1.6,9822.35,0.6,1707353.93,1,93209.68,0.9,79840.46,0.4,2013294.62,0.5
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 139.13 is outside the allowed range [80.00, 120.00]",FALSE,018SMPL.d,58,11/23/19 12:34,Sample,,4407,1,126095.59,0.7,15379.93,0.9,2337.16,1.7,235.57,10.2,987.7,1.1,346141.77,0.7,97301.64,2.3,80575.08,1.5,1976611.65,1.9
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 134.44 is outside the allowed range [80.00, 120.00]",FALSE,019SMPL.d,59,11/23/19 12:39,Sample,,4408,1,354140.77,0.4,43170.8,0.3,10424.38,0.4,4361.87,1.6,10949.59,0.3,1913108.51,0.7,94017.86,0.8,81901.04,0.5,1982164.14,2.6
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 130.85 is outside the allowed range [80.00, 120.00]",FALSE,020SMPL.d,H2O,11/23/19 12:44,Sample,,4409,1,10272.26,0.6,1251.27,1.8,563.35,3.9,4.44,173.2,12,9.6,7970.88,3.1,91512.08,1.1,80866.8,1.1,1906248.98,1
"45  Sc ( ISTD )  [ He ] :  CPS RSD value = 7.67 is over the allowed maximum = 5.0045  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 133.74 is outside the allowed range [80.00, 120.00]209  Bi ( ISTD )  [ He ] :  CPS RSD value = 7.71 is over the allowed maximum = 5.00",FALSE,021SMPL.d,H2O,11/23/19 12:49,Sample,,4410,1,10372.29,2.7,1247.27,2.2,518.68,8.4,3.33,100.1,9.67,22.6,7949.93,11.4,93528.18,7.7,80343.73,4.1,1932129.3,7.7
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 134.22 is outside the allowed range [80.00, 120.00]",FALSE,022BLKV.d,0,11/23/19 12:54,BlkVrfy,,1102,1,2195.79,7.9,257.23,6.4,533.12,4.1,8.89,114.5,23,7.5,8536.07,5,93867.71,2.7,82541.57,2.5,1966053.89,3.2
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 131.37 is outside the allowed range [80.00, 120.00]",FALSE,023_QC1.d,Check10,11/23/19 12:59,QC1,,1104,1,162408.42,1.7,19524.42,1.8,18543.14,1.2,41859.83,1.3,104123.24,1,43597.8,1.3,91874.99,1,81028.93,0.7,1894245.75,1.3
"45  Sc ( ISTD )  [ He ] :  ISTD Recovery Percent value = 131.98 is outside the allowed range [80.00, 120.00]",FALSE,024BLKV.d,0,11/23/19 13:05,BlkVrfy,,1102,1,2140.22,3.1,262.23,6.4,484.84,5.8,8.89,94.4,24.89,6.9,9033.94,2.8,92296.95,3.2,81311.53,1.7,1898834.36,3.3